feature,importance
perm_android.permission.READ_PHONE_STATE,0.4145346135007737
intent_com.google.android.c2dm.intent.RECEIVE,0.0968803029850278
suspicious_Base64,0.06352217403887415
n_urls,0.05975261629011403
perm_android.permission.GET_TASKS,0.03366104307258546
suspicious_getSubscriberId,0.03284374273914761
suspicious_getCellLocation,0.030781175296805696
n_api_calls,0.024162153128870004
n_activities,0.020566577407528402
suspicious_Ldalvik/system/PathClassLoader;,0.014779907416135139
suspicious_getSystemService,0.01391051185200857
n_permissions,0.012863119971839976
intent_android.intent.action.PACKAGE_ADDED,0.011927045492094036
suspicious_sendTextMessage,0.011621463802206387
intent_android.net.conn.CONNECTIVITY_CHANGE,0.011581567207594913
intent_com.inmobi.share.id,0.010244185193459729
n_services,0.0084007122162
perm_,0.007661432587501039
intent_com.google.firebase.INSTANCE_ID_EVENT,0.00761130687347586
n_providers,0.007539053954696694
suspicious_getDeviceId,0.007322177044175646
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.00713632308598545
n_receivers,0.006021302848833937
perm_android.permission.SYSTEM_ALERT_WINDOW,0.005849047983253685
n_used_permissions,0.003716142240662125
perm_com.google.android.c2dm.permission.RECEIVE,0.003644708237156854
perm_android.permission.WRITE_SETTINGS,0.0030575782930902717
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.002990603279529009
perm_android.permission.REQUEST_INSTALL_PACKAGES,0.0026371181696291848
intent_android.intent.action.USER_PRESENT,0.0025549581950164656
