cluster_id,feature,aggregated_score,method_count,rank_mean,rank_std,top_methods,entropy_reduction_ratio,entropy_reduction_ratio_norm,entropy_reduction_ratio_rank,mutual_information,mutual_information_norm,mutual_information_rank,chi2_stat,chi2_stat_norm,chi2_stat_rank,f_stat,f_stat_norm,f_stat_rank,pearson_r,pearson_r_norm,pearson_r_rank
0,intent_com.google.android.gms.iid.InstanceID,0.8864349833765045,5,2.8,1.3038404810405297,"chi2_stat,entropy_reduction_ratio,f_stat,mutual_information,pearson_r",0.48132716348383736,0.7024770135540814,5.0,0.19579350061217693,0.8051123808065971,2.0,226.2043332241153,0.9290248564232189,3.0,552.7583352675136,0.9961209673566719,2.0,0.7252975864383469,0.9994396987419532,2.0
0,intent_android.intent.action.ACTION_POWER_CONNECTED,0.8703059936508838,3,3.8,3.8987177379235853,"chi2_stat,f_stat,pearson_r",0.43804790097190566,0.6393127265893674,9.0,0.1732025370200425,0.7122172416650514,7.0,243.4857707629165,1.0,1.0,554.9108525788039,1.0,1.0,0.72596520429137,1.0,1.0
0,perm_android.permission.BLUETOOTH_ADMIN,0.8044632268911629,3,5.8,4.324349662087931,"chi2_stat,f_stat,pearson_r",0.4071494722821456,0.5942177526170014,10.0,0.15389756589091363,0.6328342630749595,11.0,227.64084002293575,0.9349246130879284,2.0,487.887554800231,0.8792179005562794,3.0,0.7034709598513709,0.9811216051196457,3.0
0,suspicious_getCellSignalStrength,0.680101119851075,3,7.0,3.082207001484488,"chi2_stat,f_stat,pearson_r",0.3950034535362583,0.5764911424805068,12.0,0.16885335663115764,0.6943332007418119,8.0,157.2973503138581,0.6460227627306379,5.0,316.2424338398168,0.5698977274821033,5.0,0.6232082471321093,0.9137607658203148,5.0
0,perm_android.permission.BLUETOOTH,0.6591983524401119,3,8.6,6.308724118235002,"chi2_stat,f_stat,pearson_r",0.33649319203693767,0.491097844784996,16.0,0.13563036808377982,0.5577186587715351,15.0,178.92775229357798,0.7348591736303185,4.0,328.71686938127976,0.5923777988007508,4.0,0.6305689711039244,0.919938286212959,4.0
0,n_api_calls,0.5309859315606065,2,15.0,14.071247279470288,"entropy_reduction_ratio,mutual_information",0.6851856419452529,1.0,1.0,0.24318779002755164,1.0,1.0,21.343933061707446,0.0876598784184812,27.0,15.941065905630442,0.028727255615110938,31.0,0.17612305220261437,0.5385425237694402,15.0
0,n_receivers,0.4275264468571899,2,206.0,443.3260651033278,"entropy_reduction_ratio,mutual_information",0.5229399877105607,0.7632092030211343,3.0,0.19319145999327403,0.7944126634457538,3.0,84.47486593925639,0.34693964117315934,12.0,112.24606015159108,0.2022776444720025,13.0,-0.42887753846777577,0.030793082173899443,999.0
0,n_activities,0.36958303724660146,2,212.2,433.40477616196154,"entropy_reduction_ratio,mutual_information",0.5439496018011322,0.7938718626047835,2.0,0.18281078174660248,0.7517268104862138,5.0,8.803340215206639,0.03615546069744873,39.0,18.10581265801035,0.03262832682739632,28.0,-0.18730641305197368,0.2335327256171649,987.0
0,perm_android.permission.READ_PHONE_STATE,0.6858936739603578,1,6.2,1.4832396974191326,mutual_information,0.4547214306703909,0.6636470510085845,7.0,0.18824174071968702,0.7740591774708773,4.0,136.26476167482926,0.5596415808934931,8.0,294.10269056384743,0.5299998895265459,6.0,0.6093386813109514,0.9021206709022883,6.0
0,n_urls,0.35495502065779433,1,210.4,434.8319215513047,entropy_reduction_ratio,0.5193932412675216,0.7580328738251957,4.0,0.17457756294329707,0.7178714150225985,6.0,14.23217623357927,0.05845177806072792,28.0,33.479224297067816,0.060332617647468646,26.0,-0.2509894909347838,0.180086418732981,988.0
