feature,importance
perm_android.permission.READ_PHONE_STATE,0.43278429919278055
intent_com.google.android.c2dm.intent.RECEIVE,0.10114541142631199
suspicious_Base64,0.06631870700120844
n_urls,0.05914341995638127
perm_android.permission.GET_TASKS,0.03514295419912876
suspicious_getSubscriberId,0.03252656741944242
suspicious_getCellLocation,0.028345766591871113
n_api_calls,0.017096374760473744
n_activities,0.014923480443559466
suspicious_Ldalvik/system/PathClassLoader;,0.014737559575265902
suspicious_getSystemService,0.014522915402510987
intent_android.net.conn.CONNECTIVITY_CHANGE,0.011767500909061271
intent_android.intent.action.PACKAGE_ADDED,0.011263135285224362
intent_com.inmobi.share.id,0.010591865352466113
suspicious_sendTextMessage,0.009838968840746252
n_permissions,0.009080051478160059
perm_,0.007998723448441266
intent_com.google.firebase.INSTANCE_ID_EVENT,0.007946390974108541
suspicious_getDeviceId,0.00746578496459871
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.007108633822284957
n_providers,0.006358501847616578
perm_android.permission.SYSTEM_ALERT_WINDOW,0.00630959732383258
intent_com.gtp.nextlauncher.theme,0.006163683146026991
n_services,0.005234968526827253
n_receivers,0.003809000753171406
perm_com.google.android.c2dm.permission.RECEIVE,0.0035249672274566355
suspicious_Ldalvik/system/DexClassLoader;,0.003299617951491644
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.003122263141223083
perm_android.permission.VIBRATE,0.0028301615623331387
intent_co.ronash.pushe.CHECK_TASKS,0.0027813852063187073
