feature,importance
perm_android.permission.READ_PHONE_STATE,0.3856343481510667
intent_com.google.android.c2dm.intent.RECEIVE,0.09012606251338091
n_urls,0.06496409524871802
suspicious_Base64,0.059130128073999866
perm_android.permission.GET_TASKS,0.0315234703273718
suspicious_getSubscriberId,0.03001226817925011
n_api_calls,0.027718078583687918
suspicious_getCellLocation,0.027322245585293423
n_activities,0.02523784060059766
n_permissions,0.016386771240845942
suspicious_Ldalvik/system/PathClassLoader;,0.014029575429943689
suspicious_getSystemService,0.01294162019441636
suspicious_sendTextMessage,0.011130342296841412
intent_android.intent.action.PACKAGE_ADDED,0.01091721638928656
intent_android.net.conn.CONNECTIVITY_CHANGE,0.010783300976281813
intent_com.inmobi.share.id,0.009557985979031059
n_services,0.009422940944329487
n_receivers,0.008308706351475686
perm_,0.007127297614132856
suspicious_getDeviceId,0.0071046090893074855
intent_com.google.firebase.INSTANCE_ID_EVENT,0.007080666533350597
perm_android.permission.SYSTEM_ALERT_WINDOW,0.006875890444830127
n_used_permissions,0.006872234579193108
n_providers,0.006467472632804843
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.006334179348493354
intent_com.gtp.nextlauncher.theme,0.005492176903515329
suspicious_Ldalvik/system/DexClassLoader;,0.003981598817608485
perm_com.google.android.c2dm.permission.RECEIVE,0.0035538948639900663
perm_android.permission.ACCESS_COARSE_LOCATION,0.0034648991557313874
perm_android.permission.VIBRATE,0.0031524511690796133
