feature,importance
perm_android.permission.READ_PHONE_STATE,0.4174856138643349
intent_com.google.android.c2dm.intent.RECEIVE,0.09756997714018827
suspicious_Base64,0.06401394983410527
n_urls,0.05837377950728651
perm_android.permission.GET_TASKS,0.0339006702280525
suspicious_getSubscriberId,0.0316008299492385
suspicious_getCellLocation,0.02893258033504327
n_api_calls,0.02309151323090987
n_activities,0.01835524826907203
suspicious_Ldalvik/system/PathClassLoader;,0.0145145368883448
suspicious_getSystemService,0.01400953838488567
intent_android.net.conn.CONNECTIVITY_CHANGE,0.011351526268009431
suspicious_sendTextMessage,0.01121345261729915
intent_android.intent.action.PACKAGE_ADDED,0.010883119501681218
n_permissions,0.01062711824796176
intent_com.inmobi.share.id,0.010317111779676959
perm_,0.0077159730037235546
intent_com.google.firebase.INSTANCE_ID_EVENT,0.007665490453371693
suspicious_getDeviceId,0.007352896225240691
n_services,0.007206524546312998
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.0068573475529532905
n_providers,0.006508415319631861
perm_android.permission.SYSTEM_ALERT_WINDOW,0.006122198971013703
intent_com.gtp.nextlauncher.theme,0.005945800359864365
n_receivers,0.004533827157939223
n_used_permissions,0.004265056204536554
suspicious_Ldalvik/system/DexClassLoader;,0.003876760507447984
perm_com.google.android.c2dm.permission.RECEIVE,0.0036706542860096896
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0030118928680897667
perm_android.permission.VIBRATE,0.002880899720705445
