feature,importance
perm_android.permission.READ_PHONE_STATE,0.5070769676457122
intent_com.google.android.c2dm.intent.RECEIVE,0.11850824674783526
suspicious_Base64,0.07770311655731699
perm_android.permission.GET_TASKS,0.041175668069933884
suspicious_getSubscriberId,0.04027525175348792
n_urls,0.040051674072439904
suspicious_getCellLocation,0.037493245503454106
suspicious_Ldalvik/system/PathClassLoader;,0.017213019349107475
suspicious_getSystemService,0.01701594978703296
intent_android.net.conn.CONNECTIVITY_CHANGE,0.012850847641412049
suspicious_sendTextMessage,0.012255794609724778
suspicious_getDeviceId,0.011151540931011637
intent_com.google.firebase.INSTANCE_ID_EVENT,0.009310485261119618
n_providers,0.007628561651146349
intent_com.android.vending.INSTALL_REFERRER,0.006632867347720451
perm_android.permission.SYSTEM_ALERT_WINDOW,0.005805854422091856
n_permissions,0.005486432713425964
n_services,0.00491276066481526
perm_com.google.android.c2dm.permission.RECEIVE,0.004130070559590749
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0036582374379026416
n_activities,0.0035039153967674477
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.0030888553098846953
intent_android.intent.action.USER_PRESENT,0.0027409662173122316
n_api_calls,0.0023664702907387272
perm_android.permission.WRITE_SMS,0.0021503032499756384
n_receivers,0.0016798155607721107
suspicious_getExternalStorageDirectory,0.0015219281227884117
perm_android.permission.RECORD_AUDIO,0.0010333107902615734
intent_android.intent.action.SCREEN_ON,0.0003458852615782438
suspicious_Ljava/lang/Runtime;->exec,0.00033165215461134574
