feature,importance
perm_android.permission.READ_PHONE_STATE,0.39641016253478845
intent_com.google.android.c2dm.intent.RECEIVE,0.09276470206011384
n_urls,0.06703971892698253
suspicious_Base64,0.06074483171057469
suspicious_getSubscriberId,0.03682636295609807
suspicious_getCellLocation,0.03356624480353632
perm_android.permission.GET_TASKS,0.03312775846096237
n_api_calls,0.02923885629862054
n_activities,0.02790467016708836
n_permissions,0.016056412161923782
suspicious_Ldalvik/system/PathClassLoader;,0.014094753735488815
suspicious_getSystemService,0.013302310795299976
intent_android.intent.action.PACKAGE_ADDED,0.01252452420580127
n_providers,0.012096455070698335
suspicious_sendTextMessage,0.01206826729831624
intent_android.net.conn.CONNECTIVITY_CHANGE,0.011988877086090342
n_services,0.01103449797916485
suspicious_getDeviceId,0.009081316639070264
n_receivers,0.00814969892072396
perm_android.permission.SYSTEM_ALERT_WINDOW,0.007628105945537794
intent_com.google.firebase.INSTANCE_ID_EVENT,0.0072794235279722225
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.0068243058656231115
n_used_permissions,0.006220173768054881
intent_com.android.vending.INSTALL_REFERRER,0.005363274467994401
perm_com.google.android.c2dm.permission.RECEIVE,0.003594372895089044
perm_android.permission.WRITE_EXTERNAL_STORAGE,0.003435345176705442
suspicious_Ljava/lang/System;->load,0.00291571234517605
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0028598469066392746
suspicious_Ljava/lang/Runtime;->exec,0.0027174991095820764
perm_android.permission.SEND_SMS,0.002518769100161956
