suspicious_getSubscriberId,perm_android_permission_READ_PHONE_STATE,perm_android_permission_GET_TASKS,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_USER_PRESENT,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_getCellLocation,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_com_yandex_metrica_IMetricaService,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_RESTART_PACKAGES,suspicious_Ldalvik_system_PathClassLoader_,n_providers,intent_com_google_android_c2dm_intent_REGISTRATION,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,n_api_calls,n_permissions,intent_safiap_framework_ACTION_CANCEL_NOTIFICATION,intent_android_intent_action_BATTERY_CHANGED,intent_safiap_framework_ACTION_START_DOWNLOAD,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Base64,intent_safiap_framework_ACTION_SET_TIMER,label
0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,1,0,0
1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,9,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,9,0,0,0,0,1,0,0
0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,1,0,0
1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,21,12,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,10,0,0,0,0,1,0,0
0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19,8,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,20,9,0,0,0,1,1,0,0
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18,8,0,0,0,1,1,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,8,0,0,0,0,1,0,1
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,21,10,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,9,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,9,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,21,8,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,18,8,0,0,0,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,19,8,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,19,8,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,18,9,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20,10,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,10,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,18,8,0,0,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,20,11,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,1,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,1,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,19,10,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,20,8,0,0,0,1,1,0,0
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,20,9,0,0,0,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,1,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,19,9,0,0,0,1,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,10,0,0,0,0,0,0,0
0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,1,0,0
0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,19,7,0,0,0,1,1,0,0
0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,19,8,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,19,6,0,0,0,1,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,1,0,0
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,23,9,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,17,8,0,0,0,1,1,0,0
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,23,9,0,0,0,0,1,0,0
1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21,8,0,0,0,0,0,0,0
1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,11,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,18,9,0,0,0,0,1,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,20,6,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,21,6,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,8,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,5,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19,6,0,0,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,17,8,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1,0,17,8,0,0,0,1,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,18,6,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,19,12,0,0,0,0,1,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,18,10,0,0,0,1,1,0,0
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,19,6,0,0,0,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,20,8,0,0,0,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,7,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,11,0,0,0,0,1,0,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,1,0,0
0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,16,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,18,7,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,6,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,18,9,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,19,8,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,7,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,18,9,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,17,7,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,17,7,0,0,0,1,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,19,7,0,0,0,1,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,8,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,20,10,0,0,0,1,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,18,10,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,20,10,0,0,0,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1,0,20,8,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,6,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,19,6,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,18,6,0,0,0,1,1,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,20,11,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,10,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,18,6,0,0,0,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,9,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,20,11,0,0,0,1,1,0,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19,10,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,20,11,0,0,0,1,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,17,7,0,0,0,1,1,0,0
1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,11,0,0,0,0,1,0,0
1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,11,0,0,0,0,1,0,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,22,7,0,0,0,1,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,18,10,0,0,0,0,1,0,0
1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,11,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,18,10,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,18,10,0,0,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,18,10,0,0,0,0,1,0,0
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,7,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,19,8,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,22,8,0,0,0,1,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,1,0,0
