feature,importance
perm_android.permission.READ_PHONE_STATE,0.45961590831358684
intent_com.google.android.c2dm.intent.RECEIVE,0.10741618915279255
suspicious_Base64,0.07043031092716345
n_urls,0.05641350058514788
perm_android.permission.GET_TASKS,0.03732173474211865
suspicious_getSubscriberId,0.03059987386452031
suspicious_getCellLocation,0.028862451477512745
suspicious_Ldalvik/system/PathClassLoader;,0.015605014603094878
suspicious_getSystemService,0.015423302015661052
intent_android.net.conn.CONNECTIVITY_CHANGE,0.012448114152972598
n_activities,0.012330055999652756
intent_android.intent.action.PACKAGE_ADDED,0.01196142319448331
intent_com.inmobi.share.id,0.011248536103986606
suspicious_sendTextMessage,0.00912569176261531
n_api_calls,0.008616298322059493
perm_,0.008494625498109767
intent_com.google.firebase.INSTANCE_ID_EVENT,0.008439048533396205
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.007549352407619161
suspicious_getDeviceId,0.007402649721804212
n_permissions,0.00685619394145919
intent_com.gtp.nextlauncher.theme,0.006545817010927794
perm_android.permission.SYSTEM_ALERT_WINDOW,0.006257159991877722
n_services,0.005224133231133481
n_providers,0.0041597473442915285
perm_com.google.android.c2dm.permission.RECEIVE,0.003743506908742441
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0033158361158754195
intent_co.ronash.pushe.CHECK_TASKS,0.0029538245503736016
n_receivers,0.0029214862959887743
suspicious_Ldalvik/system/DexClassLoader;,0.0029040228290234562
perm_android.permission.VIBRATE,0.0025429584886766344
