feature,importance
perm_android.permission.READ_PHONE_STATE,0.42803356128155756
intent_com.google.android.c2dm.intent.RECEIVE,0.10003512313371468
suspicious_Base64,0.06559071664627901
n_urls,0.0643554067614046
suspicious_getSubscriberId,0.039403883448955214
suspicious_getCellLocation,0.03602742652172765
perm_android.permission.GET_TASKS,0.034757184740521446
n_api_calls,0.021585355341730787
n_activities,0.02025179120174667
suspicious_Ldalvik/system/PathClassLoader;,0.015199789849539553
suspicious_getSystemService,0.014363495190380427
suspicious_sendTextMessage,0.012434949043640406
intent_android.net.conn.CONNECTIVITY_CHANGE,0.012433574327493936
intent_android.intent.action.PACKAGE_ADDED,0.012330412132577729
n_permissions,0.011593734151200217
n_providers,0.011580190473564315
suspicious_getDeviceId,0.009775801795921546
intent_com.google.firebase.INSTANCE_ID_EVENT,0.007859162253176118
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.007368711044774862
n_services,0.006861109086153019
perm_android.permission.SYSTEM_ALERT_WINDOW,0.006577232266998129
n_receivers,0.005889170555944787
intent_com.android.vending.INSTALL_REFERRER,0.005750426871287882
perm_com.google.android.c2dm.permission.RECEIVE,0.0034862731355638507
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0030879895922490187
n_used_permissions,0.0027707823062373908
intent_android.intent.action.USER_PRESENT,0.002638158116401744
perm_android.permission.WRITE_EXTERNAL_STORAGE,0.0025029680439503173
perm_android.permission.SEND_SMS,0.0024502376554042544
perm_android.permission.INTERACT_ACROSS_USERS_FULL,0.0021296974420914193
