cluster_id,base_entropy,max_entropy_reduction_ratio,mean_entropy_reduction_ratio,top_1_feature,top_1_score,top_2_feature,top_2_score,top_3_feature,top_3_score,top_4_feature,top_4_score,top_5_feature,top_5_score
0,0.0807931358959111,0.5983430446347161,0.0047642168874097,suspicious_Cipher,0.5983430446347161,perm_com.android.vending.BILLING,0.5172690740813906,n_used_permissions,0.4195105953140551,n_activities,0.4195105953140551,perm_android.permission.READ_PHONE_STATE,0.332042133774221
1,0.9149263727797274,0.5829421577918987,0.0126018422563517,n_urls,0.5829421577918987,n_activities,0.5188046507479753,n_permissions,0.4810080366237733,suspicious_getCellLocation,0.4617355219583751,n_api_calls,0.3736876472944079
2,0.2422921890824148,1.0,0.014055240494675,suspicious_getCellSignalStrength,1.0,suspicious_getCellLocation,0.7725979105974066,n_permissions,0.7161344497061723,n_urls,0.6951275245030609,perm_android.permission.DISABLE_KEYGUARD,0.6683695973299718
3,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
4,0.4689955935892812,0.582221489684352,0.011808207893527,n_permissions,0.582221489684352,n_api_calls,0.3724868958052036,suspicious_getSubscriberId,0.3211536302062928,n_activities,0.2739039941671847,perm_com.google.android.c2dm.permission.RECEIVE,0.2647270084618022
5,0.4689955935892812,0.2821946861993403,0.0048945572764181,n_activities,0.2821946861993403,n_used_permissions,0.2411543770285767,n_api_calls,0.2325227041038927,n_urls,0.2055416699263861,n_permissions,0.1969125508920184
6,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
7,0.0807931358959111,1.0,0.0193347956471512,perm_android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS,1.0,perm_android.permission.ACCESS_CACHE_FILESYSTEM,1.0,perm_android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED,1.0,perm_android.permission.DELETE_PACKAGES,1.0,perm_android.permission.INSTALL_PACKAGES,1.0
8,0.1414405425418206,0.7171956549291874,0.0157008070797653,n_api_calls,0.7171956549291874,suspicious_Ldalvik/system/PathClassLoader;,0.6567636912989141,perm_com.google.android.c2dm.permission.RECEIVE,0.6104529221034468,intent_com.google.android.c2dm.intent.RECEIVE,0.6104529221034468,n_receivers,0.5728350675563915
9,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
10,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
11,0.3274449191544762,0.6046829216184196,0.0045638155510232,perm_android.permission.READ_PHONE_STATE,0.6046829216184196,n_urls,0.4123741467695979,perm_android.permission.GET_TASKS,0.3127132438039086,perm_android.permission.SYSTEM_ALERT_WINDOW,0.2636864628148894,n_api_calls,0.252223897547869
12,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
13,0.1414405425418206,0.4895889948429002,0.0081610752348002,n_activities,0.4895889948429002,intent_co.ronash.pushe.RECEIVE,0.4298140745461024,intent_co.ronash.pushe.service.ScreenStateService,0.4298140745461024,n_urls,0.4132095182061659,n_api_calls,0.3824541938925218
14,0.8812908992306927,0.6230132911890692,0.0168056326156414,suspicious_getSubscriberId,0.6230132911890692,intent_com.google.android.c2dm.intent.RECEIVE,0.5112660807624807,perm_com.google.android.c2dm.permission.RECEIVE,0.5112660807624807,perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS,0.492996101805157,perm_android.permission.SYSTEM_ALERT_WINDOW,0.4761089824903984
15,0.7780113035465377,0.5326145386913183,0.0068521694225276,suspicious_getSubscriberId,0.5326145386913183,perm_android.permission.READ_PHONE_STATE,0.3067856596852267,suspicious_Ljava/lang/Runtime;->exec,0.2665374674317455,n_permissions,0.2557292316385867,perm_android.permission.GET_TASKS,0.2492109009471599
16,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
17,0.584238811642856,0.6699258568440899,0.0118199471154315,intent_com.google.android.c2dm.intent.RECEIVE,0.6699258568440899,perm_com.google.android.c2dm.permission.RECEIVE,0.5229646674981162,intent_com.google.android.c2dm.intent.REGISTRATION,0.4311879811183681,n_services,0.3767483642723688,n_used_permissions,0.3708166055029305
18,0.1943918578315762,0.2854011609587127,0.0022888358433231,n_activities,0.2854011609587127,n_urls,0.258377707653961,n_used_permissions,0.2560938723679893,n_permissions,0.2539090510171526,n_api_calls,0.2024801583003367
19,0.1943918578315762,0.7502594488047144,0.0062783533037647,n_permissions,0.7502594488047144,n_services,0.4991900585700238,intent_android.intent.action.PACKAGE_ADDED,0.4429333849624112,n_receivers,0.4269617932427159,n_providers,0.3725659999146934
20,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
21,0.0807931358959111,1.0,0.0086359309685205,intent_android.intent.action.PACKAGE_ADDED,1.0,intent_android.intent.action.PACKAGE_REMOVED,1.0,intent_android.intent.action.PACKAGE_REPLACED,0.7524542180691346,intent_android.net.conn.CONNECTIVITY_CHANGE,0.7524542180691346,suspicious_getSubscriberId,0.6590196095726879
22,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
23,0.0807931358959111,1.0,0.0128855496821818,n_services,1.0,perm_android.permission.READ_LOGS,1.0,suspicious_Cipher,1.0,perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.5983430446347161,n_activities,0.5532243631331198
24,0.2422921890824148,0.6506534742714706,0.0136398945028554,n_api_calls,0.6506534742714706,n_permissions,0.5768995246207219,n_urls,0.5681085103758451,suspicious_getWifiState,0.545195821194813,n_activities,0.5243584683570023
25,0.1943918578315762,0.8971150323727639,0.0188837523397139,n_activities,0.8971150323727639,n_urls,0.7114261606935677,n_api_calls,0.6576491368368116,intent_android.intent.action.USER_PRESENT,0.6452219229153585,n_permissions,0.6136785208959982
26,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
27,0.0807931358959111,1.0,0.0071374037760625,suspicious_Ljava/lang/Runtime;->exec,1.0,suspicious_getSubscriberId,1.0,suspicious_sendTextMessage,1.0,n_activities,0.6590196095726879,perm_android.permission.READ_PHONE_STATE,0.5983430446347161
28,0.6343095546405662,0.7596581608095871,0.0125027612549492,n_services,0.7596581608095871,perm_android.permission.SYSTEM_ALERT_WINDOW,0.6785411730639563,n_api_calls,0.5597855666541685,n_activities,0.5225525391969197,n_permissions,0.5028789593355663
29,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
30,0.4021791902022728,0.6645059006422612,0.0085675327134466,n_receivers,0.6645059006422612,n_providers,0.6575851294350756,suspicious_getCellLocation,0.6528002333131702,intent_com.amir.nightjar.service.BUFFER_SERVICES,0.6528002333131702,intent_com.amir.nightjar.service.CONFIG_SERVICES,0.6528002333131702
31,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
32,0.1414405425418206,0.5137292013324988,0.0079799691651573,n_urls,0.5137292013324988,perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.4298140745461024,intent_android.intent.action.ACTION_POWER_CONNECTED,0.4298140745461024,intent_android.intent.action.ACTION_POWER_DISCONNECTED,0.4298140745461024,intent_android.intent.action.USER_PRESENT,0.4298140745461024
33,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
34,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
35,0.8414646362081757,0.540049305237082,0.0069643372272604,n_urls,0.540049305237082,n_activities,0.5070031268063767,n_api_calls,0.4513756722515489,n_services,0.2531664263987894,n_permissions,0.2495219290255871
36,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
37,0.499915958164528,0.745061953636026,0.0146676685208483,intent_co.ronash.pushe.service.ScreenStateService,0.745061953636026,intent_co.ronash.pushe.ACTION_TASK_READY,0.72257263094795,intent_co.ronash.pushe.CHECK_TASKS,0.72257263094795,intent_com.evernote.android.job.ADD_JOB_CREATOR,0.629402665329919,intent_co.ronash.pushe.RECEIVE,0.618485131598953
38,0.0807931358959111,1.0,0.0060970955750706,suspicious_sendTextMessage,1.0,suspicious_getSubscriberId,0.7524542180691346,suspicious_getSimCountryIso,0.6590196095726879,n_activities,0.5983430446347161,n_used_permissions,0.5983430446347161
39,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
40,0.2863969571159562,0.4693947031130726,0.0030307297019914,n_permissions,0.4693947031130726,n_api_calls,0.3500254950894649,n_activities,0.2921813139315996,n_urls,0.254206264557267,perm_android.permission.VIBRATE,0.2033931664432035
41,0.3659236509002231,0.4736677149279923,0.0133193896931254,perm_android.permission.FOREGROUND_SERVICE,0.4736677149279923,suspicious_Ldalvik/system/PathClassLoader;,0.4736677149279923,n_permissions,0.451931778692826,perm_com.huawei.android.launcher.permission.CHANGE_BADGE,0.3762814797480399,n_activities,0.3575223971861448
42,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
43,0.0807931358959111,1.0,0.0107363744348339,suspicious_system/bin/su,1.0,intent_android.accessibilityservice.AccessibilityService,1.0,intent_android.net.conn.CONNECTIVITY_CHANGE,1.0,intent_android.net.wifi.WIFI_STATE_CHANGED,1.0,n_permissions,0.5532243631331198
44,0.3274449191544762,0.6046829216184196,0.0045638155510232,perm_android.permission.READ_PHONE_STATE,0.6046829216184196,n_urls,0.4123741467695979,perm_android.permission.GET_TASKS,0.3127132438039086,perm_android.permission.SYSTEM_ALERT_WINDOW,0.2636864628148894,n_api_calls,0.252223897547869
45,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
46,0.1414405425418206,1.0,0.0214963122882913,perm_android.permission.ACCESS_SUPERUSER,1.0,perm_android.permission.WRITE_MEDIA_STORAGE,1.0,perm_com.google.android.c2dm.permission.RECEIVE,0.8052264610517235,intent_android.intent.action.PACKAGE_REPLACED,0.8052264610517235,perm_android.permission.KILL_BACKGROUND_PROCESSES,0.8052264610517235
47,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
48,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
49,0.0807931358959111,0.4016240609394006,0.00220791230805,perm_android.permission.ACCESS_WIFI_STATE,0.4016240609394006,n_used_permissions,0.3853683052925148,n_api_calls,0.2431253151036869,n_permissions,0.2431253151036869,suspicious_Ljava/lang/System;->loadLibrary,0.1943955892406481
50,0.2422921890824148,0.5369524295701739,0.0039388119948201,n_activities,0.5369524295701739,n_api_calls,0.4402731847646195,n_permissions,0.4322688994123447,n_urls,0.3699508642044489,n_receivers,0.2076220868171628
51,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
52,-0.0,0.0,0.0,suspicious_system/bin/su,0.0,intent_,0.0,intent_ACTION.TAPCORE.MESSAGE,0.0,intent_ACTION.TAPCORE.SYNC,0.0,intent_LOCATION_SERVICE,0.0
53,0.7219280948873623,0.7384700130809833,0.0244663910496608,n_api_calls,0.7384700130809833,n_activities,0.7127885514794675,n_urls,0.6673351182606272,n_services,0.5657580816783957,perm_android.permission.SEND_SMS,0.5194745917408078
