feature,importance
perm_android.permission.READ_PHONE_STATE,0.5133524145144336
intent_com.google.android.c2dm.intent.RECEIVE,0.11997487263183641
suspicious_Base64,0.07866474922968163
perm_android.permission.GET_TASKS,0.04168524695781831
n_urls,0.03698502889156398
suspicious_getSubscriberId,0.030597921622842892
suspicious_getCellLocation,0.02747779590028685
suspicious_Ldalvik/system/PathClassLoader;,0.01742604300284386
suspicious_getSystemService,0.017226534561382092
intent_android.net.conn.CONNECTIVITY_CHANGE,0.013009886242525543
intent_com.inmobi.share.id,0.01256367124001763
suspicious_sendTextMessage,0.01019263218638704
perm_,0.009487220316649824
intent_com.google.firebase.INSTANCE_ID_EVENT,0.009425709298703918
suspicious_getDeviceId,0.008268138764874089
perm_android.permission.SYSTEM_ALERT_WINDOW,0.0058777060999991755
n_permissions,0.005554331314997
n_services,0.004973559656877124
n_providers,0.00447764748691217
perm_com.google.android.c2dm.permission.RECEIVE,0.004181183191429191
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.003703510791140078
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.0031270821444980236
intent_android.intent.action.USER_PRESENT,0.002774887670985515
perm_android.permission.VIBRATE,0.0026231724379985424
perm_com.sec.android.provider.badge.permission.READ,0.002507192450201038
n_api_calls,0.0023957570845067255
n_receivers,0.0022062245287271503
perm_android.permission.WRITE_SMS,0.002176914819140763
suspicious_getExternalStorageDirectory,0.0015407630919984266
perm_android.permission.SYSTEM_OVERLAY_WINDOW,0.0013211453805017368
