feature,importance
perm_android.permission.READ_PHONE_STATE,0.5404556153618573
intent_com.google.android.c2dm.intent.RECEIVE,0.12630912367985234
suspicious_Base64,0.08281797114450118
perm_android.permission.GET_TASKS,0.042245507575427874
n_urls,0.03893770825578644
suspicious_getSubscriberId,0.030726589692664674
suspicious_getCellLocation,0.028928526821331076
suspicious_getSystemService,0.01813603496095406
suspicious_Ldalvik/system/PathClassLoader;,0.016565269458679435
intent_com.inmobi.share.id,0.01322698886621904
perm_,0.00998811216105537
intent_com.google.firebase.INSTANCE_ID_EVENT,0.009923353577817465
suspicious_sendTextMessage,0.009812293701140649
perm_android.permission.SYSTEM_ALERT_WINDOW,0.0061880282966930615
perm_com.google.android.c2dm.permission.RECEIVE,0.004401934949116055
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0038990431271618883
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.0032921810766008406
intent_android.intent.action.USER_PRESENT,0.002921391974335736
perm_android.permission.VIBRATE,0.0027616667110051674
perm_android.permission.ACCESS_NETWORK_STATE,0.001942426636189307
n_receivers,0.0017903904348221436
intent_android.intent.action.MAIN,0.001769700255919143
suspicious_getExternalStorageDirectory,0.0012597211457630211
n_activities,0.0009967740018906593
n_providers,0.000703646133215973
