feature,importance
perm_android.permission.READ_PHONE_STATE,0.41228896732104797
intent_com.google.android.c2dm.intent.RECEIVE,0.09635547616674245
n_urls,0.06344836406990263
suspicious_Base64,0.06317805723218523
suspicious_getSubscriberId,0.03795446872666871
suspicious_getCellLocation,0.034834533530236696
perm_android.permission.GET_TASKS,0.03428246301812106
n_api_calls,0.028097106149569364
n_activities,0.022893741489370786
suspicious_Ldalvik/system/PathClassLoader;,0.01464068761757766
suspicious_getSystemService,0.01383515484494309
n_permissions,0.012575937690230868
suspicious_sendTextMessage,0.012317088144118131
intent_android.net.conn.CONNECTIVITY_CHANGE,0.012298325623294335
intent_android.intent.action.PACKAGE_ADDED,0.012283912224801566
n_providers,0.011318463022153807
suspicious_getDeviceId,0.009709097760042812
n_services,0.009621201522536038
intent_com.google.firebase.INSTANCE_ID_EVENT,0.007570074364424085
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.007097663692643874
perm_android.permission.SYSTEM_ALERT_WINDOW,0.0067746206106874375
n_receivers,0.006331374749308081
intent_com.android.vending.INSTALL_REFERRER,0.005801008231772374
n_used_permissions,0.004129282446573215
perm_com.google.android.c2dm.permission.RECEIVE,0.003738350903032616
perm_android.permission.UPDATE_APP_OPS_STATS,0.003703031904223453
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0029744023722683703
perm_android.permission.WRITE_EXTERNAL_STORAGE,0.0026682313541603092
suspicious_Ljava/lang/Runtime;->exec,0.002625687671485247
perm_android.permission.SEND_SMS,0.0026196621816774474
