feature,importance
perm_android.permission.READ_PHONE_STATE,0.38773005663549803
intent_com.google.android.c2dm.intent.RECEIVE,0.09073345383870914
n_urls,0.06735119202755473
suspicious_Base64,0.05941471552810356
suspicious_getSubscriberId,0.03619126037219793
suspicious_getCellLocation,0.033509227777719384
perm_android.permission.GET_TASKS,0.03240236724041605
n_api_calls,0.031039836550009057
n_activities,0.030649250948480138
n_permissions,0.016991363257314047
suspicious_Ldalvik/system/PathClassLoader;,0.014180165517897319
suspicious_getSystemService,0.013011033029689352
intent_android.intent.action.PACKAGE_ADDED,0.012286542027670379
n_services,0.012237151177211605
n_providers,0.011719464963074635
intent_android.net.conn.CONNECTIVITY_CHANGE,0.011615971896786882
suspicious_sendTextMessage,0.011125823275022675
suspicious_getDeviceId,0.008882465051542669
n_receivers,0.00877358161168282
perm_android.permission.SYSTEM_ALERT_WINDOW,0.0076163388949675006
intent_com.google.firebase.INSTANCE_ID_EVENT,0.007152849677201837
n_used_permissions,0.007060984167089215
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.006674875545198963
intent_com.android.vending.INSTALL_REFERRER,0.005436736955964408
perm_com.google.android.c2dm.permission.RECEIVE,0.003952889161765633
perm_android.permission.WRITE_EXTERNAL_STORAGE,0.00383867962554521
suspicious_Ljava/lang/Runtime;->exec,0.00313850277137039
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0031082918906004636
suspicious_Ljava/lang/System;->load,0.0027800573346792347
perm_android.permission.ACCESS_COARSE_LOCATION,0.002715903042392183
