feature,importance
perm_android.permission.READ_PHONE_STATE,0.4008186146279493
intent_com.google.android.c2dm.intent.RECEIVE,0.09367475613021571
n_urls,0.06155252991305636
suspicious_Base64,0.06145836368317857
perm_android.permission.GET_TASKS,0.03276469994300782
suspicious_getSubscriberId,0.030431648029841826
suspicious_getCellLocation,0.028109399210429525
n_api_calls,0.0253717868548373
n_activities,0.02120988083377259
suspicious_Ldalvik/system/PathClassLoader;,0.014049446710955297
n_permissions,0.01350407975704608
suspicious_getSystemService,0.013463311174989877
suspicious_sendTextMessage,0.011568597043143416
intent_android.net.conn.CONNECTIVITY_CHANGE,0.011177853529254031
intent_android.intent.action.PACKAGE_ADDED,0.011087161727441525
intent_com.inmobi.share.id,0.00990522861905019
n_receivers,0.0074117531883287026
perm_,0.007407933368593945
intent_com.google.firebase.INSTANCE_ID_EVENT,0.007359466199385676
n_services,0.006972823848034146
suspicious_getDeviceId,0.006774615189858319
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.006583586248041342
perm_android.permission.SYSTEM_ALERT_WINDOW,0.006576384566773188
n_providers,0.006299401917795946
intent_com.gtp.nextlauncher.theme,0.0057084301445430394
n_used_permissions,0.00566787262336551
suspicious_Ldalvik/system/DexClassLoader;,0.004374901329272619
perm_com.google.android.c2dm.permission.RECEIVE,0.0035241132073472506
suspicious_Ljava/lang/System;->load,0.0033760910600882784
perm_android.permission.VIBRATE,0.0029120609038413648
