feature,importance
perm_android.permission.READ_PHONE_STATE,0.5850066260643835
intent_com.google.android.c2dm.intent.RECEIVE,0.13672107789197643
suspicious_Base64,0.0859717256915302
perm_android.permission.GET_TASKS,0.04572790281138194
suspicious_getSubscriberId,0.03325945379354751
suspicious_getCellLocation,0.031313172426620496
suspicious_getSystemService,0.01963103041419957
suspicious_Ldalvik/system/PathClassLoader;,0.0179307830660224
intent_com.inmobi.share.id,0.01431732025660047
intent_com.google.firebase.INSTANCE_ID_EVENT,0.010741358644069195
suspicious_sendTextMessage,0.010621143844001804
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.003563563203490078
intent_android.intent.action.USER_PRESENT,0.0031622090949988014
n_permissions,0.002032632797177774
